eis_poll_nei17,county,district,emission_quant_fy22,emission_quant_fy23,emission_quant_diff_fy23_fy22,emission_quant_perdiff_fy23_fy22,road_type_id,sut_fueltype_lab,vmt_mix_perdiff_fy23_fy22,vmt_fy22,vmt_fy23,vmt_mix_fy22_13_19,vmt_mix_fy23_13_21,emission_rate_calc_gm,emission_quant_fy22_gm,emission_quant_fy23_gm,emission_quant_diff_fy23_fy22_gm,vmt_diff_fy23_fy22
NOX,Eastland,Brownwood,1.8038244474025382,2.284005602521586,0.4801811551190478,26.620171148611306,2,CLhT_Diesel,42.32,85421033.9,121573299.2,27.42,39.02,4.4,1030813.85,1467079.42,436265.57,36152265.3
NOX,Eastland,Brownwood,1.8038244474025382,2.284005602521586,0.4801811551190478,26.620171148611306,2,CShT_Gas,42.32,946.18,1346.62,0.0,0.0,0.8,2.07,2.94,0.87,400.45
NOX,Eastland,Brownwood,1.8038244474025382,2.284005602521586,0.4801811551190478,26.620171148611306,2,CShT_Diesel,42.32,7197665.13,10243892.59,2.31,3.29,3.66,72237.54,102810.22,30572.69,3046227.46
NOX,Eastland,Brownwood,1.8038244474025382,2.284005602521586,0.4801811551190478,26.620171148611306,2,RT_Diesel,23.58,120951.88,149471.33,0.04,0.05,4.78,1582.98,1956.23,373.25,28519.45
NOX,Eastland,Brownwood,1.8038244474025382,2.284005602521586,0.4801811551190478,26.620171148611306,2,MH_Diesel,23.58,182581.37,225632.54,0.06,0.07,4.9,2449.4,3026.95,577.55,43051.17
NOX,Eastland,Brownwood,1.8038244474025382,2.284005602521586,0.4801811551190478,26.620171148611306,2,SUShT_Gas,23.58,1391658.08,1719799.49,0.45,0.55,0.18,686.9,848.87,161.97,328141.4
NOX,Eastland,Brownwood,1.8038244474025382,2.284005602521586,0.4801811551190478,26.620171148611306,2,SUShT_Diesel,23.58,4344219.43,5368550.24,1.39,1.72,1.11,13210.05,16324.87,3114.82,1024330.81
NOX,Eastland,Brownwood,1.8038244474025382,2.284005602521586,0.4801811551190478,26.620171148611306,2,SULhT_Diesel,23.58,6057630.11,7485968.92,1.94,2.4,0.86,14213.74,17565.22,3351.48,1428338.8
NOX,Eastland,Brownwood,1.8038244474025382,2.284005602521586,0.4801811551190478,26.620171148611306,2,SULhT_Gas,23.58,1801185.63,2225890.22,0.58,0.71,0.14,679.2,839.35,160.15,424704.59
NOX,Eastland,Brownwood,1.8038244474025382,2.284005602521586,0.4801811551190478,26.620171148611306,2,RT_Gas,23.58,3294.62,4071.46,0.0,0.0,3.49,31.54,38.97,7.44,776.84
NOX,Eastland,Brownwood,1.8038244474025382,2.284005602521586,0.4801811551190478,26.620171148611306,2,MH_Gas,23.58,332668.45,411108.9,0.11,0.13,2.17,1973.77,2439.17,465.4,78440.45
NOX,Eastland,Brownwood,1.8038244474025382,2.284005602521586,0.4801811551190478,26.620171148611306,3,RT_Diesel,17.88,81770.86,96389.85,0.05,0.06,4.92,1101.44,1298.35,196.91,14618.99
NOX,Eastland,Brownwood,1.8038244474025382,2.284005602521586,0.4801811551190478,26.620171148611306,3,MH_Diesel,17.88,119216.15,140529.6,0.07,0.09,5.43,1772.44,2089.32,316.88,21313.45
NOX,Eastland,Brownwood,1.8038244474025382,2.284005602521586,0.4801811551190478,26.620171148611306,3,SULhT_Gas,17.88,266351.53,313969.83,0.17,0.2,0.13,96.6,113.87,17.27,47618.3
NOX,Eastland,Brownwood,1.8038244474025382,2.284005602521586,0.4801811551190478,26.620171148611306,3,SUShT_Gas,17.88,2026164.33,2388401.82,1.26,1.49,0.17,943.89,1112.63,168.75,362237.49
NOX,Eastland,Brownwood,1.8038244474025382,2.284005602521586,0.4801811551190478,26.620171148611306,3,SUShT_Diesel,17.88,6324903.04,7455668.67,3.94,4.64,1.43,24859.96,29304.42,4444.46,1130765.64
NOX,Eastland,Brownwood,1.8038244474025382,2.284005602521586,0.4801811551190478,26.620171148611306,3,SULhT_Diesel,17.88,895776.1,1055922.88,0.56,0.66,1.16,2839.67,3347.35,507.68,160146.78
NOX,Eastland,Brownwood,1.8038244474025382,2.284005602521586,0.4801811551190478,26.620171148611306,3,RT_Gas,17.88,2227.36,2625.57,0.0,0.0,3.93,23.98,28.26,4.29,398.21
NOX,Eastland,Brownwood,1.8038244474025382,2.284005602521586,0.4801811551190478,26.620171148611306,3,MH_Gas,17.88,217215.21,256048.93,0.14,0.16,2.22,1319.56,1555.47,235.91,38833.72
NOX,Eastland,Brownwood,1.8038244474025382,2.284005602521586,0.4801811551190478,26.620171148611306,3,LCT_Diesel,9.27,311172.12,340008.46,0.19,0.21,2.42,2065.13,2256.5,191.38,28836.34
NOX,Eastland,Brownwood,1.8038244474025382,2.284005602521586,0.4801811551190478,26.620171148611306,3,PT_Diesel,9.27,1902292.32,2078577.87,1.18,1.29,1.72,8983.91,9816.45,832.54,176285.54
NOX,Eastland,Brownwood,1.8038244474025382,2.284005602521586,0.4801811551190478,26.620171148611306,3,LCT_Gas,9.27,4334307.7,4735968.25,2.7,2.95,0.51,6098.82,6663.99,565.18,401660.55
NOX,Eastland,Brownwood,1.8038244474025382,2.284005602521586,0.4801811551190478,26.620171148611306,3,PT_Gas,9.27,44617533.47,48752242.96,27.79,30.36,0.42,51062.41,55794.37,4731.96,4134709.48
NOX,Eastland,Brownwood,1.8038244474025382,2.284005602521586,0.4801811551190478,26.620171148611306,2,LCT_Diesel,9.0,367769.24,400886.63,0.12,0.13,2.05,2070.14,2256.55,186.41,33117.39
NOX,Eastland,Brownwood,1.8038244474025382,2.284005602521586,0.4801811551190478,26.620171148611306,2,LCT_Gas,9.0,5122647.36,5583938.56,1.64,1.79,0.53,7502.25,8177.82,675.57,461291.2
NOX,Eastland,Brownwood,1.8038244474025382,2.284005602521586,0.4801811551190478,26.620171148611306,2,PT_Gas,9.0,49336639.34,53779372.91,15.84,17.26,0.47,63296.51,68996.32,5699.81,4442733.57
NOX,Eastland,Brownwood,1.8038244474025382,2.284005602521586,0.4801811551190478,26.620171148611306,2,PT_Diesel,9.0,2103493.92,2292912.23,0.68,0.74,1.47,8453.38,9214.6,761.22,189418.31
NOX,Eastland,Brownwood,1.8038244474025382,2.284005602521586,0.4801811551190478,26.620171148611306,3,TBus_Diesel,7.38,51871.9,55700.23,0.03,0.03,3.07,436.98,469.24,32.25,3828.33
NOX,Eastland,Brownwood,1.8038244474025382,2.284005602521586,0.4801811551190478,26.620171148611306,3,OBus_Diesel,7.38,162576.7,174575.45,0.1,0.11,5.06,2252.91,2419.18,166.27,11998.75
NOX,Eastland,Brownwood,1.8038244474025382,2.284005602521586,0.4801811551190478,26.620171148611306,3,SBus_Diesel,7.38,108399.0,116399.24,0.07,0.07,2.62,776.99,834.33,57.34,8000.24
NOX,Eastland,Brownwood,1.8038244474025382,2.284005602521586,0.4801811551190478,26.620171148611306,3,SBus_Gas,7.38,2005.83,2153.87,0.0,0.0,1.25,6.87,7.37,0.51,148.04
NOX,Eastland,Brownwood,1.8038244474025382,2.284005602521586,0.4801811551190478,26.620171148611306,3,PC_Gas,-4.24,79311492.87,75950665.04,49.39,47.3,0.11,23714.26,22709.37,-1004.89,-3360827.83
NOX,Eastland,Brownwood,1.8038244474025382,2.284005602521586,0.4801811551190478,26.620171148611306,3,PC_Diesel,-4.24,562178.61,538356.26,0.35,0.34,0.09,135.4,129.67,-5.74,-23822.34
NOX,Eastland,Brownwood,1.8038244474025382,2.284005602521586,0.4801811551190478,26.620171148611306,2,MC_Gas,-11.71,396011.79,349637.38,0.13,0.11,0.76,821.06,724.91,-96.15,-46374.41
NOX,Eastland,Brownwood,1.8038244474025382,2.284005602521586,0.4801811551190478,26.620171148611306,3,MC_Gas,-13.27,469143.18,406879.83,0.29,0.25,0.7,893.48,774.9,-118.58,-62263.35
NOX,Eastland,Brownwood,1.8038244474025382,2.284005602521586,0.4801811551190478,26.620171148611306,3,CLhT_Diesel,-16.46,9919304.88,8286532.58,6.18,5.16,4.77,129553.43,108228.22,-21325.21,-1632772.3
NOX,Eastland,Brownwood,1.8038244474025382,2.284005602521586,0.4801811551190478,26.620171148611306,3,CShT_Gas,-16.46,1167.19,975.06,0.0,0.0,0.68,2.16,1.8,-0.36,-192.13
NOX,Eastland,Brownwood,1.8038244474025382,2.284005602521586,0.4801811551190478,26.620171148611306,3,CShT_Diesel,-16.46,8878936.32,7417414.42,5.53,4.62,4.03,98039.08,81901.31,-16137.77,-1461521.9
NOX,Eastland,Brownwood,1.8038244474025382,2.284005602521586,0.4801811551190478,26.620171148611306,2,PC_Diesel,-32.23,1029979.77,698020.1,0.33,0.22,0.1,277.82,188.28,-89.54,-331959.67
NOX,Eastland,Brownwood,1.8038244474025382,2.284005602521586,0.4801811551190478,26.620171148611306,2,PC_Gas,-32.23,145308328.1,98475850.92,46.64,31.61,0.12,48214.0,32674.76,-15539.24,-46832477.18
NOX,Eastland,Brownwood,1.8038244474025382,2.284005602521586,0.4801811551190478,26.620171148611306,2,SBus_Diesel,-45.05,315997.05,173652.47,0.1,0.06,2.38,2059.1,1131.56,-927.55,-142344.58
NOX,Eastland,Brownwood,1.8038244474025382,2.284005602521586,0.4801811551190478,26.620171148611306,2,SBus_Gas,-45.05,5847.26,3213.29,0.0,0.0,1.26,20.12,11.06,-9.06,-2633.97
NOX,Eastland,Brownwood,1.8038244474025382,2.284005602521586,0.4801811551190478,26.620171148611306,2,OBus_Diesel,-45.05,550999.89,302795.52,0.18,0.1,4.98,7517.86,4131.35,-3386.51,-248204.37
NOX,Eastland,Brownwood,1.8038244474025382,2.284005602521586,0.4801811551190478,26.620171148611306,2,TBus_Diesel,-45.05,172629.6,94866.57,0.06,0.03,2.77,1309.84,719.81,-590.03,-77763.03
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,4,CShT_Diesel,616.83,528550.6,3788812.61,0.46,3.26,4.01,5799.97,41575.97,35776.0,3260262.01
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,4,CLhT_Diesel,616.83,909315.52,6518252.24,0.78,5.62,4.03,10046.04,72013.12,61967.07,5608936.71
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,4,CShT_Gas,616.83,69.48,498.06,0.0,0.0,0.91,0.17,1.24,1.07,428.58
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,4,RT_Diesel,33.03,30845.57,41035.14,0.03,0.04,4.37,368.89,490.75,121.86,10189.57
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,4,SULhT_Gas,33.03,115896.58,154182.03,0.1,0.13,0.13,40.8,54.28,13.48,38285.45
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,4,SUShT_Gas,33.03,681286.44,906343.59,0.59,0.78,0.14,263.21,350.15,86.95,225057.15
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,4,MH_Gas,33.03,67279.19,89504.29,0.06,0.08,2.22,410.02,545.46,135.45,22225.1
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,4,SUShT_Diesel,33.03,2126713.33,2829254.88,1.83,2.44,0.93,5431.28,7225.46,1794.18,702541.56
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,4,RT_Gas,33.03,840.2,1117.76,0.0,0.0,3.91,9.01,11.99,2.98,277.55
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,4,SULhT_Diesel,33.03,389775.84,518534.95,0.34,0.45,0.84,893.23,1188.3,295.07,128759.11
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,4,MH_Diesel,33.03,36925.43,49123.43,0.03,0.04,4.51,455.93,606.54,150.61,12198.0
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,5,CLhT_Diesel,30.75,5058677.94,6613982.82,1.02,1.33,6.1,84483.24,110457.85,25974.61,1555304.89
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,5,CShT_Gas,30.75,1991.15,2603.33,0.0,0.0,0.91,4.95,6.47,1.52,612.18
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,5,CShT_Diesel,30.75,15146850.0,19803792.03,3.04,3.98,5.9,244804.26,320070.03,75265.76,4656942.03
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,5,MH_Diesel,27.81,183930.62,235088.71,0.04,0.05,6.97,3514.01,4491.38,977.38,51158.09
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,5,MH_Gas,27.81,335126.82,428338.31,0.07,0.09,2.32,2131.67,2724.57,592.9,93211.49
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,5,SULhT_Diesel,27.81,407941.12,521405.03,0.08,0.1,1.66,1854.91,2370.83,515.92,113463.91
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,5,SUShT_Gas,27.81,3504422.15,4479134.94,0.7,0.9,0.15,1466.18,1873.98,407.8,974712.79
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,5,SUShT_Diesel,27.81,10939453.44,13982130.57,2.2,2.81,1.87,56168.66,71791.29,15622.63,3042677.13
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,5,RT_Gas,27.81,3580.07,4575.82,0.0,0.0,3.99,39.17,50.07,10.9,995.75
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,5,RT_Diesel,27.81,131431.43,167987.5,0.03,0.03,6.21,2237.48,2859.81,622.33,36556.07
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,5,SULhT_Gas,27.81,121297.88,155035.42,0.02,0.03,0.14,47.11,60.22,13.1,33737.54
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,3,TBus_Diesel,15.92,68121.52,78963.31,0.02,0.03,3.02,563.68,653.4,89.71,10841.79
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,3,OBus_Diesel,15.92,213506.21,247486.51,0.07,0.09,5.02,2934.92,3402.02,467.1,33980.3
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,3,SBus_Diesel,15.92,142356.56,165013.14,0.05,0.06,2.57,1004.24,1164.07,159.83,22656.57
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,3,SBus_Gas,15.92,2634.19,3053.43,0.0,0.0,1.25,9.05,10.49,1.44,419.24
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,4,MC_Gas,15.45,253038.27,292132.99,0.22,0.25,0.76,527.02,608.44,81.43,39094.72
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,3,RT_Diesel,11.8,172373.91,192709.06,0.06,0.07,4.85,2288.16,2558.1,269.94,20335.14
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,3,MH_Diesel,11.8,251309.01,280956.22,0.09,0.1,5.36,3693.81,4129.58,435.76,29647.21
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,3,SULhT_Diesel,11.8,1888306.37,2111071.99,0.65,0.73,1.13,5821.97,6508.79,686.82,222765.62
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,3,SUShT_Diesel,11.8,13332968.67,14905873.93,4.6,5.14,1.25,45539.77,50912.15,5372.38,1572905.26
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,3,RT_Gas,11.8,4695.3,5249.21,0.0,0.0,3.97,51.13,57.16,6.03,553.91
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,3,SULhT_Gas,11.8,561472.1,627709.59,0.19,0.22,0.13,205.02,229.2,24.19,66237.49
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,3,SUShT_Gas,11.8,4271177.81,4775053.44,1.47,1.65,0.14,1687.59,1886.68,199.09,503875.63
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,3,MH_Gas,11.8,457892.17,511910.22,0.16,0.18,2.24,2814.58,3146.62,332.04,54018.05
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,5,TBus_Diesel,11.1,113494.44,126089.75,0.02,0.03,4.12,1281.74,1423.98,142.24,12595.31
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,5,SBus_Diesel,11.1,183661.27,204043.51,0.04,0.04,3.44,1731.4,1923.54,192.15,20382.25
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,5,SBus_Gas,11.1,3398.5,3775.65,0.0,0.0,1.37,12.73,14.15,1.41,377.16
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,5,OBus_Diesel,11.1,347464.37,386025.06,0.07,0.08,6.29,5986.57,6650.95,664.37,38560.68
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,3,MC_Gas,10.1,510908.59,562531.11,0.18,0.19,0.71,991.48,1091.66,100.18,51622.51
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,3,CShT_Gas,5.27,2808.67,2956.8,0.0,0.0,0.89,6.86,7.23,0.36,148.13
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,3,CLhT_Diesel,5.27,23869320.02,25128188.46,8.23,8.67,4.68,305725.51,321849.48,16123.97,1258868.43
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,3,CShT_Diesel,5.27,21365829.06,22492663.33,7.37,7.76,4.6,269030.02,283218.67,14188.65,1126834.27
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,5,LCT_Diesel,2.48,1284377.45,1316176.13,0.26,0.26,2.66,9359.78,9591.51,231.73,31798.67
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,5,LCT_Gas,2.48,17890057.12,18332979.95,3.6,3.68,0.43,21093.06,21615.29,522.22,442922.84
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,5,PT_Gas,2.48,144108761.95,147676613.15,28.96,29.68,0.34,135429.92,138782.9,3352.98,3567851.19
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,5,PT_Diesel,2.48,6144153.88,6296271.12,1.23,1.27,1.78,29981.35,30723.63,742.28,152117.24
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,3,PC_Diesel,-0.47,770061.16,766452.18,0.27,0.26,0.08,169.41,168.62,-0.79,-3608.98
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,3,PC_Gas,-0.47,108639317.73,108130167.75,37.46,37.29,0.09,27652.85,27523.25,-129.6,-509149.98
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,5,MC_Gas,-2.34,1237344.49,1208335.96,0.25,0.24,0.55,1853.89,1810.43,-43.46,-29008.53
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,3,LCT_Gas,-3.93,9612120.78,9234055.97,3.31,3.18,0.43,11283.14,10839.35,-443.79,-378064.8
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,3,PT_Gas,-3.93,98947548.38,95055734.47,34.12,32.78,0.35,95043.5,91305.24,-3738.26,-3891813.92
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,3,PT_Diesel,-3.93,4218681.47,4052751.91,1.45,1.4,1.4,16173.24,15537.11,-636.13,-165929.56
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,3,LCT_Diesel,-3.93,690081.15,662938.82,0.24,0.23,2.09,3959.13,3803.41,-155.72,-27142.33
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,4,PC_Gas,-4.59,74962534.22,71518768.52,64.59,61.63,0.09,18831.19,17966.08,-865.1,-3443765.69
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,4,PC_Diesel,-4.59,531352.16,506941.93,0.46,0.44,0.08,116.06,110.73,-5.33,-24410.23
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,5,PC_Diesel,-5.1,2043897.15,1939750.95,0.41,0.39,0.08,442.0,419.48,-22.52,-104146.2
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,5,PC_Gas,-5.1,288350592.59,273657770.12,57.96,55.0,0.09,73417.74,69676.76,-3740.98,-14692822.47
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,4,PT_Diesel,-18.51,1255199.41,1022827.59,1.08,0.88,1.19,4103.72,3344.01,-759.71,-232371.82
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,4,PT_Gas,-18.51,29440218.55,23990027.12,25.37,20.67,0.35,28382.3,23127.96,-5254.34,-5450191.44
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,4,LCT_Gas,-18.51,4105463.24,3345429.46,3.54,2.88,0.42,4707.13,3835.71,-871.42,-760033.78
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,4,LCT_Diesel,-18.51,294742.74,240177.78,0.25,0.21,1.77,1432.45,1167.26,-265.19,-54564.96
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,4,SBus_Gas,-25.55,1613.9,1201.49,0.0,0.0,1.18,5.21,3.88,-1.33,-412.42
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,4,TBus_Diesel,-25.55,66625.26,49599.89,0.06,0.04,2.5,456.85,340.11,-116.74,-17025.37
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,4,OBus_Diesel,-25.55,169023.22,125831.15,0.15,0.11,4.58,2121.95,1579.71,-542.24,-43192.07
NOX,Tom Green,San Angelo,1.7183947357760436,1.990682356325087,0.27228762054904343,15.845464076452476,4,SBus_Diesel,-25.55,87218.48,64930.73,0.08,0.06,2.13,508.59,378.63,-129.96,-22287.75
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,5,CLhT_Diesel,39.84,106456.25,148871.05,0.44,0.61,5.45,1589.07,2222.2,633.13,42414.8
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,5,CShT_Gas,39.84,41.9,58.6,0.0,0.0,0.54,0.06,0.09,0.02,16.69
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,5,CShT_Diesel,39.84,318754.6,445754.29,1.31,1.84,4.25,3711.02,5189.58,1478.56,126999.69
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,2,CShT_Gas,24.79,664.96,829.81,0.0,0.0,0.67,1.22,1.52,0.3,164.86
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,2,CLhT_Diesel,24.79,60032418.3,74915697.78,22.87,28.54,4.25,698414.6,871566.03,173151.44,14883279.48
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,2,CShT_Diesel,24.79,5058393.98,6312474.58,1.93,2.4,3.14,43545.7,54341.58,10795.88,1254080.6
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,5,SULhT_Diesel,21.35,19481.23,23640.08,0.08,0.1,1.44,76.59,92.94,16.35,4158.85
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,5,RT_Gas,21.35,170.97,207.46,0.0,0.0,3.81,1.78,2.17,0.38,36.5
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,5,SUShT_Diesel,21.35,522413.65,633938.39,2.15,2.61,1.67,2391.62,2902.19,510.56,111524.74
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,5,SUShT_Gas,21.35,167353.7,203080.32,0.69,0.84,0.15,68.74,83.41,14.67,35726.63
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,5,MH_Gas,21.35,16003.98,19420.51,0.07,0.08,2.17,94.97,115.25,20.27,3416.53
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,5,SULhT_Gas,21.35,5792.58,7029.18,0.02,0.03,0.13,2.08,2.53,0.44,1236.6
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,5,MH_Diesel,21.35,8783.61,10658.73,0.04,0.04,6.23,149.94,181.95,32.01,1875.12
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,5,RT_Diesel,21.35,6276.51,7616.42,0.03,0.03,5.59,96.13,116.65,20.52,1339.91
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,2,RT_Diesel,13.57,90303.59,102561.53,0.03,0.04,4.6,1138.89,1293.49,154.6,12257.94
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,2,MH_Gas,13.57,248372.77,282087.26,0.09,0.11,2.08,1418.41,1610.95,192.54,33714.49
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,2,RT_Gas,13.57,2459.78,2793.68,0.0,0.0,3.39,22.85,25.96,3.1,333.89
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,2,SULhT_Diesel,13.57,4522672.34,5136586.55,1.72,1.96,0.83,10257.42,11649.78,1392.36,613914.21
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,2,SULhT_Gas,13.57,1344778.78,1527321.03,0.51,0.58,0.13,483.98,549.67,65.7,182542.25
NOX,Frio,San Antonio,1.2876035430268329,1.4869000216943877,0.19929647866755484,15.478093373295543,2,SUShT_Diesel,13.57,3243427.0,3683694.56,1.24,1.4,0.97,8606.11,9774.32,1168.21,440267.56
