eis_poll_nei17,county,district,emission_quant_fy22,emission_quant_fy23,emission_quant_diff_fy23_fy22,emission_quant_perdiff_fy23_fy22,road_type_id,sut_fueltype_lab,vmt_mix_perdiff_fy23_fy22,vmt_fy22,vmt_fy23,vmt_mix_fy22_13_19,vmt_mix_fy23_13_21,emission_rate_calc_gm,emission_quant_fy22_gm,emission_quant_fy23_gm,emission_quant_diff_fy23_fy22_gm,vmt_diff_fy23_fy22
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,4,LCT_Gas,13.26,20964294.5,23744466.33,2.28,2.59,0.43,24915.58,28219.74,3304.17,2780171.83
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,4,PT_Gas,13.26,150334657.98,170271230.69,16.38,18.55,0.37,150617.96,170592.11,19974.14,19936572.7
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,4,LCT_Diesel,13.26,1505085.59,1704681.93,0.16,0.19,1.72,7085.19,8024.79,939.6,199596.34
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,3,CLhT_Diesel,11.66,21501900.36,24008582.16,5.78,6.45,4.54,267382.37,298553.69,31171.32,2506681.8
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,3,CShT_Gas,11.66,2530.1,2825.06,0.0,0.0,0.73,5.03,5.62,0.59,294.96
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,3,CShT_Diesel,11.66,19246711.98,21490484.94,5.17,5.78,3.92,206655.62,230747.44,24091.82,2243772.96
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,3,RT_Diesel,9.44,157837.97,172736.62,0.04,0.05,4.66,2016.28,2206.6,190.32,14898.65
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,3,SUShT_Gas,9.44,3910998.13,4280165.18,1.05,1.15,0.17,1830.43,2003.21,172.78,369167.05
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,3,SUShT_Diesel,9.44,12208626.74,13361023.78,3.28,3.59,1.4,46740.17,51152.07,4411.9,1152397.04
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,3,RT_Gas,9.44,4299.36,4705.18,0.0,0.0,3.76,44.25,48.43,4.18,405.83
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,3,MH_Gas,9.44,419279.06,458855.66,0.11,0.12,2.14,2457.63,2689.62,231.98,39576.6
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,3,SULhT_Diesel,9.44,1729069.36,1892279.73,0.46,0.51,1.12,5301.98,5802.44,500.46,163210.36
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,3,MH_Diesel,9.44,230116.64,251837.82,0.06,0.07,5.14,3238.96,3544.69,305.73,21721.18
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,3,SULhT_Gas,9.44,514124.31,562653.55,0.14,0.15,0.13,182.73,199.98,17.25,48529.24
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,2,MH_Gas,6.95,397705.17,425348.35,0.1,0.11,2.09,2282.3,2440.94,158.64,27643.18
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,2,MH_Diesel,6.95,218276.05,233447.7,0.05,0.06,4.34,2596.46,2776.94,180.47,15171.65
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,2,SULhT_Diesel,6.95,7241897.62,7745258.16,1.82,1.95,0.78,15453.36,16527.47,1074.11,503360.54
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,2,RT_Gas,6.95,3938.71,4212.48,0.0,0.0,3.49,37.66,40.28,2.62,273.77
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,2,SUShT_Diesel,6.95,5193514.92,5554499.1,1.31,1.4,1.03,14594.08,15608.47,1014.39,360984.18
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,2,SUShT_Gas,6.95,1663727.43,1779367.66,0.42,0.45,0.17,795.7,851.01,55.31,115640.23
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,2,SULhT_Gas,6.95,2153317.67,2302987.71,0.54,0.58,0.13,762.81,815.83,53.02,149670.04
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,2,RT_Diesel,6.95,144597.99,154648.52,0.04,0.04,4.25,1684.26,1801.33,117.07,10050.53
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,2,LCT_Diesel,4.83,425891.39,446470.01,0.11,0.11,1.71,1995.68,2092.11,96.43,20578.62
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,2,LCT_Gas,4.83,5932229.08,6218868.05,1.49,1.57,0.44,7093.0,7435.72,342.73,286638.97
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,2,PT_Gas,4.83,57133787.68,59894431.25,14.39,15.09,0.37,58117.89,60926.09,2808.19,2760643.57
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,2,PT_Diesel,4.83,2435929.49,2553631.0,0.61,0.64,1.18,7869.83,8250.09,380.26,117701.51
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,4,MC_Gas,3.77,1537500.21,1595446.98,0.17,0.17,0.74,3099.67,3216.49,116.82,57946.77
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,4,PC_Gas,1.5,521505307.5,529334580.53,56.82,57.68,0.08,120867.31,122681.87,1814.56,7829273.03
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,4,PC_Diesel,1.5,3696552.87,3752048.61,0.4,0.41,0.08,782.57,794.31,11.75,55495.74
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,5,PT_Gas,-0.14,363682471.0,363168356.3,23.38,23.35,0.34,340567.77,340086.33,-481.44,-514114.71
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,5,LCT_Gas,-0.14,45148539.83,45084716.22,2.9,2.9,0.43,53799.98,53723.93,-76.05,-63823.61
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,5,PT_Diesel,-0.14,15505796.01,15483876.45,1.0,1.0,1.79,75994.01,75886.58,-107.43,-21919.55
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,5,LCT_Diesel,-0.14,3241340.49,3236758.41,0.21,0.21,2.62,23238.64,23205.79,-32.85,-4582.08
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,3,LCT_Gas,-0.52,10094718.01,10042421.82,2.71,2.7,0.43,11938.71,11876.86,-61.85,-52296.19
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,3,PT_Gas,-0.52,103915423.23,103377084.18,27.93,27.78,0.35,99019.46,98506.49,-512.98,-538339.05
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,3,PT_Diesel,-0.52,4430489.46,4407537.09,1.19,1.18,1.44,17453.22,17362.8,-90.42,-22952.37
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,3,LCT_Diesel,-0.52,724728.16,720973.67,0.19,0.19,2.1,4176.38,4154.74,-21.64,-3754.49
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,2,PC_Gas,-1.12,185492868.81,183407536.63,46.73,46.21,0.09,43799.71,43307.3,-492.4,-2085332.18
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,2,PC_Diesel,-1.12,1314817.29,1300035.97,0.33,0.33,0.08,283.68,280.49,-3.19,-14781.33
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,2,CShT_Diesel,-1.64,9710942.19,9552139.63,2.45,2.41,3.37,89762.93,88295.04,-1467.89,-158802.56
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,2,CShT_Gas,-1.64,1276.56,1255.69,0.0,0.0,0.8,2.81,2.77,-0.05,-20.88
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,2,CLhT_Diesel,-1.64,115248307.19,113363657.3,29.04,28.56,3.92,1236959.58,1216731.64,-20227.94,-1884649.88
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,5,PC_Gas,-2.14,1037062020.37,1014865704.63,66.68,65.25,0.08,233129.84,228140.14,-4989.7,-22196315.75
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,5,PC_Diesel,-2.14,7350940.7,7193607.97,0.47,0.46,0.07,1477.39,1445.77,-31.62,-157332.73
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,3,PC_Diesel,-3.13,1346439.64,1304235.95,0.36,0.35,0.07,274.05,265.46,-8.59,-42203.69
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,3,PC_Gas,-3.13,189954112.1,184000065.01,51.05,49.45,0.08,42695.12,41356.86,-1338.26,-5954047.09
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,5,MC_Gas,-3.73,5281607.05,5084820.95,0.34,0.33,0.51,7394.55,7119.04,-275.51,-196786.11
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,2,MC_Gas,-5.37,503206.86,476169.18,0.13,0.12,0.73,1012.34,957.94,-54.39,-27037.68
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,3,TBus_Diesel,-11.06,136924.24,121779.99,0.04,0.03,2.93,1099.2,977.62,-121.57,-15144.26
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,3,SBus_Gas,-11.06,5294.72,4709.1,0.0,0.0,1.21,17.55,15.6,-1.94,-585.61
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,3,OBus_Diesel,-11.06,429147.45,381682.37,0.12,0.1,4.78,5620.75,4999.07,-621.67,-47465.08
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,3,SBus_Diesel,-11.06,286136.67,254489.04,0.08,0.07,2.48,1945.72,1730.52,-215.2,-31647.63
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,2,SBus_Diesel,-11.65,513185.84,453420.77,0.13,0.11,2.09,2938.8,2596.55,-342.25,-59765.08
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,2,SBus_Gas,-11.65,9496.07,8390.17,0.0,0.0,1.17,30.49,26.94,-3.55,-1105.9
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,2,TBus_Diesel,-11.65,280354.09,247704.35,0.07,0.06,2.45,1881.46,1662.35,-219.11,-32649.74
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,2,OBus_Diesel,-11.65,894835.38,790623.81,0.23,0.2,4.43,10867.72,9602.08,-1265.64,-104211.57
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,4,OBus_Diesel,-18.49,1217667.98,992580.44,0.13,0.11,4.42,14732.03,12008.79,-2723.23,-225087.54
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,4,SBus_Gas,-18.49,11626.8,9477.57,0.0,0.0,1.17,37.16,30.29,-6.87,-2149.23
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,4,TBus_Diesel,-18.49,479978.09,391253.51,0.05,0.04,2.45,3219.16,2624.1,-595.07,-88724.59
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,4,SBus_Diesel,-18.49,628334.67,512186.17,0.07,0.06,2.09,3592.69,2928.58,-664.11,-116148.5
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,4,CShT_Diesel,-20.48,65224571.22,51863978.28,7.11,5.65,3.38,603286.91,479709.69,-123577.21,-13360592.94
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,4,CLhT_Diesel,-20.48,112211991.24,89226501.11,12.23,9.72,3.93,1206955.3,959722.73,-247232.57,-22985490.13
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,4,CShT_Gas,-20.48,8574.17,6817.84,0.0,0.0,0.8,18.76,14.92,-3.84,-1756.33
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,5,SBus_Diesel,-52.91,1830868.97,862222.19,0.12,0.06,3.21,16105.86,7584.83,-8521.03,-968646.78
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,5,SBus_Gas,-52.91,33878.67,15954.69,0.0,0.0,1.31,121.6,57.27,-64.33,-17923.98
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,5,OBus_Diesel,-52.91,3463777.34,1631217.59,0.22,0.1,5.86,55609.1,26188.33,-29420.77,-1832559.75
NOX,Bell,Waco,6.479090192991858,6.394024408832146,-0.08506578415971244,-1.3129279208325313,5,TBus_Diesel,-52.91,1131395.0,532814.68,0.07,0.03,3.86,11961.21,5632.97,-6328.25,-598580.32
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,5,TBus_Diesel,33.0,4910.17,6530.45,0.04,0.05,4.1,55.21,73.43,18.22,1620.28
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,5,SBus_Diesel,33.0,7945.83,10567.83,0.06,0.09,3.43,74.66,99.3,24.64,2622.0
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,5,OBus_Diesel,33.0,15032.53,19993.03,0.12,0.16,6.22,256.1,340.61,84.51,4960.5
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,5,SBus_Gas,33.0,147.03,195.55,0.0,0.0,1.38,0.56,0.74,0.18,48.52
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,4,PT_Diesel,11.35,174093.26,193854.77,0.85,0.95,1.16,553.85,616.71,62.87,19761.5
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,4,LCT_Gas,11.35,569418.29,634053.54,2.78,3.1,0.42,662.25,737.43,75.17,64635.25
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,4,PT_Gas,11.35,4083290.44,4546788.92,19.95,22.21,0.37,4110.75,4577.36,466.61,463498.48
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,4,LCT_Diesel,11.35,40880.14,45520.48,0.2,0.22,1.75,196.29,218.57,22.28,4640.35
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,3,RT_Diesel,8.73,22661.02,24639.68,0.06,0.07,5.2,322.71,350.89,28.18,1978.66
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,3,SULhT_Gas,8.73,73813.56,80258.62,0.21,0.22,0.14,27.72,30.15,2.42,6445.06
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,3,SUShT_Diesel,8.73,1752809.92,1905857.18,4.91,5.34,1.31,6290.27,6839.51,549.24,153047.26
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,3,SULhT_Diesel,8.73,248244.95,269920.55,0.7,0.76,1.26,855.3,929.98,74.68,21675.6
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,3,SUShT_Gas,8.73,561507.57,610535.81,1.57,1.71,0.14,212.46,231.01,18.55,49028.25
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,3,RT_Gas,8.73,617.26,671.16,0.0,0.0,4.02,6.8,7.4,0.59,53.9
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,3,MH_Gas,8.73,60196.49,65452.57,0.17,0.18,2.28,376.02,408.85,32.83,5256.08
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,3,MH_Diesel,8.73,33038.17,35922.91,0.09,0.1,5.73,518.63,563.91,45.28,2884.74
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,4,PC_Diesel,5.7,69459.88,73416.79,0.34,0.36,0.09,16.93,17.9,0.96,3956.91
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,4,PC_Gas,5.7,9799317.57,10357554.03,47.87,50.59,0.1,2703.12,2857.11,153.99,558236.46
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,3,PT_Diesel,5.54,450254.54,475211.17,1.26,1.33,1.41,1744.79,1841.5,96.71,24956.63
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,3,LCT_Gas,5.54,1025889.51,1082752.33,2.87,3.03,0.41,1153.12,1217.04,63.92,56862.82
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,3,PT_Gas,5.54,10560546.81,11145894.92,29.58,31.22,0.33,9590.51,10122.09,531.58,585348.11
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,3,LCT_Diesel,5.54,73651.49,77733.83,0.21,0.22,2.13,430.01,453.84,23.83,4082.34
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,2,PT_Diesel,2.98,1643818.21,1692874.98,0.85,0.88,1.16,5212.96,5368.53,155.57,49056.78
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,2,PT_Gas,2.98,38555122.7,39705730.47,19.99,20.58,0.37,39354.65,40529.11,1174.47,1150607.77
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,2,LCT_Gas,2.98,4003197.22,4122665.39,2.08,2.14,0.43,4683.92,4823.71,139.78,119468.17
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,2,LCT_Diesel,2.98,287400.77,295977.73,0.15,0.15,1.74,1374.0,1415.0,41.0,8576.96
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,5,PC_Diesel,2.31,52293.18,53502.59,0.43,0.44,0.08,11.35,11.61,0.26,1209.41
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,5,PC_Gas,2.31,7377460.11,7548082.82,60.25,61.64,0.09,1854.38,1897.27,42.89,170622.7
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,2,SULhT_Gas,1.75,1278608.19,1301011.62,0.66,0.67,0.14,495.16,503.84,8.68,22403.43
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,2,SUShT_Gas,1.75,987896.75,1005206.41,0.51,0.52,0.15,399.2,406.19,6.99,17309.66
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,2,RT_Gas,1.75,2338.75,2379.73,0.0,0.0,3.59,22.99,23.39,0.4,40.98
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,2,SULhT_Diesel,1.75,4300131.73,4375477.49,2.23,2.27,0.87,10277.42,10457.5,180.08,75345.77
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,2,SUShT_Diesel,1.75,3083832.36,3137866.46,1.6,1.63,0.91,7656.14,7790.29,134.15,54034.09
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,2,MH_Gas,1.75,236151.45,240289.23,0.12,0.12,2.22,1438.95,1464.16,25.21,4137.78
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,2,RT_Diesel,1.75,85860.15,87364.57,0.04,0.05,4.87,1144.81,1164.87,20.06,1504.42
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,2,MH_Diesel,1.75,129609.09,131880.07,0.07,0.07,4.99,1771.35,1802.38,31.04,2270.98
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,5,LCT_Gas,0.92,359472.39,362779.49,2.94,2.96,0.41,404.61,408.33,3.72,3307.11
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,5,PT_Gas,0.92,2895637.53,2922277.07,23.65,23.87,0.33,2580.71,2604.45,23.74,26639.54
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,5,PT_Diesel,0.92,123457.05,124592.84,1.01,1.02,1.69,572.0,577.26,5.26,1135.79
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,5,LCT_Diesel,0.92,25807.53,26044.96,0.21,0.21,2.55,180.0,181.65,1.66,237.43
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,5,MC_Gas,0.82,28853.41,29091.32,0.24,0.24,0.57,44.68,45.05,0.37,237.91
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,2,CShT_Diesel,0.18,5092911.65,5101876.66,2.64,2.65,3.58,49974.57,50062.54,87.97,8965.01
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,2,CLhT_Diesel,0.18,60442069.91,60548465.56,31.34,31.39,4.49,743321.67,744630.13,1308.46,106395.65
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,2,CShT_Gas,0.18,669.49,670.67,0.0,0.0,0.79,1.45,1.45,0.0,1.18
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,4,MH_Diesel,-0.51,9913.65,9862.83,0.05,0.05,4.98,135.27,134.57,-0.69,-50.83
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,4,RT_Diesel,-0.51,8281.35,8238.89,0.04,0.04,4.84,109.92,109.36,-0.56,-42.46
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,4,MH_Gas,-0.51,18062.96,17970.35,0.09,0.09,2.23,110.37,109.8,-0.57,-92.61
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,4,SULhT_Gas,-0.51,31115.64,30956.12,0.15,0.15,0.14,12.02,11.95,-0.06,-159.52
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,4,SUShT_Gas,-0.51,182910.18,181972.44,0.89,0.89,0.15,73.31,72.93,-0.38,-937.75
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,4,SULhT_Diesel,-0.51,104646.1,104109.6,0.51,0.51,0.88,252.93,251.64,-1.3,-536.5
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,4,SUShT_Diesel,-0.51,570975.0,568047.72,2.79,2.77,0.92,1436.27,1428.9,-7.36,-2927.28
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,4,RT_Gas,-0.51,225.58,224.42,0.0,0.0,3.63,2.24,2.23,-0.01,-1.16
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,2,PC_Gas,-2.14,71501946.56,69975088.5,37.07,36.28,0.1,20054.59,19626.34,-428.25,-1526858.06
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,2,PC_Diesel,-2.14,506822.7,495999.97,0.26,0.26,0.09,125.66,122.98,-2.68,-10822.73
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,3,PC_Diesel,-3.96,105727.88,101540.78,0.3,0.28,0.08,23.35,22.43,-0.92,-4187.1
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,3,PC_Gas,-3.96,14915963.94,14325252.52,41.78,40.13,0.09,3766.95,3617.77,-149.18,-590711.42
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,3,CShT_Diesel,-5.25,2668560.4,2528356.39,7.48,7.08,4.15,30354.58,28759.77,-1594.8,-140204.01
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,3,CLhT_Diesel,-5.25,2981242.72,2824610.63,8.35,7.91,5.08,41512.5,39331.47,-2181.03,-156632.09
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,3,CShT_Gas,-5.25,350.8,332.37,0.0,0.0,0.66,0.63,0.6,-0.03,-18.43
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,5,MH_Diesel,-6.83,6505.53,6060.92,0.05,0.05,6.88,122.6,114.22,-8.38,-444.61
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,5,SULhT_Gas,-6.83,4290.24,3997.03,0.04,0.03,0.14,1.67,1.56,-0.11,-293.21
NOX,Mitchell,Abilene,1.184807506819496,1.1687334161797194,-0.016074090639776717,-1.3566837268718948,5,RT_Diesel,-6.83,4648.66,4330.95,0.04,0.04,6.14,78.2,72.86,-5.34,-317.71
